Material,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
test940,2.328006424792139,2.328006424792139,0.20478486919459127,0.20478486919459127,0.45423985192429667,12.210526315789474,248.369,228.20899999999995,248.15650064,96,0,-0.013163076992962288,-0.058687147218151506,0.058687147218151506,0.013163076992962288,0.631578947368421,1.2105263157894737,1.8421052631578947,14.178159635547226,9.853915964007488,2.132220641203014,-2.1922255578649463,2.287081583034213,-2.0995794038900577,5.982436698015445,0.5909225818086082,2.3420049216070384,2.2925951103574,757.9294930174868,13.620955864630139,12.118802153517008,12.118802153517008,8.931671556017463,6.880768281804422,6.880768281804422,6.514742878019986,6.514742878019986,3.8171113027491863,3.8171113027491863,2.583395335654037,2.583395335654037,-1.8199999999999994,20939.86600408853,12.225960501521723,4.093394385179973,2.2318198239927165,114.61944275495041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.73286550153852,51.579810155566804,0.0,0.0,0.0,21.544896857859182,0.0,0.0,0.0,33.10993926815928,0.0,59.65783953108687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,6.923737199690624,31.898114582465865,48.53093654769288,0.0,21.544896857859182,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,0.0,32.671799841253176,0.0,0.0,76.22588534645539,0.0,0.0,0.0,0.0,5.314857331821617,2.917399087721509,0.0,18.085144321617534,0.0,8.932599258839337,0.0,0.2631578947368421,19,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.6339830563347975,3,5.598920000000005,84.89100000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test941,2.467932728647014,2.467932728647014,0.09415116689467284,0.09415116689467284,0.18239329386966088,13.085106382978724,616.5980000000001,587.3660000000002,616.2144503280001,220,0,0.25167296949187135,-0.3114456673387312,0.3114456673387312,0.25167296949187135,0.44680851063829785,1.0212765957446808,1.7446808510638299,32.13350564077408,9.3296514987774,2.4272320884643293,-2.4387010101789643,2.44317360440956,-2.610362895410585,7.253992632976852,1.2494419834988857,3.5001162669570385,1.25242892905242,2488.4082917409874,31.061538206639664,25.891132749583683,26.70762933051141,23.225479326061272,16.22275050597777,17.039247086905494,12.629895852473025,13.71367280895985,9.883782653234096,11.0356009914649,7.858828585208412,8.94523705129221,-5.575064935064932,211669109214.2079,26.623785338896408,10.216049035256917,3.98231721142663,278.4163114591746,9.799819461700956,0.0,0.0,0.0,6.712752285302701,0.0,0.0,0.0,0.0,11.336785877934737,96.55895751862118,101.16908771740685,54.296605909969166,0.0,0.0,88.73455385445111,0.0,0.0,0.0,6.923737199690624,9.799819461700956,163.2889952716989,0.0,11.126902983393991,26.188229242945454,34.124317648101375,0.0,11.336785877934737,6.712752285302701,0.0,6.923737199690624,5.563451491696996,157.72554378000189,0.0,31.299191245261788,0.0,6.48,0.0,0.0,0.0,6.712752285302701,0.0,0.0,87.37537016630465,0.0,11.336785877934737,174.44910044139345,0.0,2.6706494387080992,1.8724409055188256,4.922345536725047,2.662335876600224,15.084597594941178,0.0,58.31313492795021,0.0,2.3078290528897556,0.0,0.023255813953488372,47,0,2,0,2,2,0,7,1,8,0,0,3,0,4,3,3,0,0,0,0,0,5.787019075028083,10,10.112519999999993,203.52599999999956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
test942,2.4789758125472408,2.4789758125472408,0.033590715983617736,0.033590715983617736,0.20235231180064794,13.325581395348838,552.5300000000003,519.2660000000004,552.2736794560001,206,0,0.2516736701133868,-0.31144565888206366,0.31144565888206366,0.2516736701133868,0.4418604651162791,0.9534883720930233,1.5116279069767442,15.183281522540529,9.328724723405205,2.4310629585216006,-2.4416969739837318,2.4410756677856544,-2.611554830031683,7.000217474647455,0.5905651801631014,3.0472141055165762,1.4725506401587283,1946.021641536155,29.130816786321517,24.828183920740567,24.828183920740567,20.987314448683286,15.159801677134658,15.159801677134658,12.648086024949494,12.648086024949494,8.99138477468956,8.99138477468956,6.930878436580801,6.930878436580801,-5.015064935064933,12284892129.28321,25.67597319145948,9.778160898490599,4.107078814056653,254.50744546848256,9.799819461700956,0.0,0.0,0.0,6.712752285302701,0.0,0.0,0.0,0.0,0.0,117.83308469445768,87.02469127342516,34.124317648101375,0.0,0.0,57.22547971464857,0.0,0.0,0.0,26.186202068468653,9.799819461700956,151.1562611347757,0.0,11.126902983393991,26.188229242945454,34.124317648101375,0.0,0.0,6.712752285302701,5.41499046939678,0.0,26.334663090768867,145.59280964307868,0.0,11.126902983393991,0.0,6.48,0.0,0.0,0.0,12.12774275469948,0.0,0.0,67.20308190443686,0.0,0.0,176.16384070385146,0.0,0.0,0.0,4.924143636621315,0.0,15.219971140188044,0.0,53.40745772256076,0.0,7.031760833963215,0.0,0.1,43,0,2,0,2,2,0,6,0,6,0,0,2,0,3,2,3,0,0,0,0,0,5.838692955614465,8,8.733700000000004,184.59999999999954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test943,4.778995673121305,4.778995673121305,0.9238284465020576,0.9238284465020576,0.260656866030517,11.428571428571429,464.59300000000013,444.4330000000003,464.13471964000007,164,0,0.09709399844597766,-0.2523282529528896,0.2523282529528896,0.09709399844597766,0.42857142857142855,1.0,1.7714285714285714,32.133504844240576,9.951391221801783,2.1339549863833174,-2.1121155305418635,2.3866463688699913,-1.9094431678116148,7.2538619310922465,1.2942456991019384,3.3098103513351114,1.360724338567834,1833.8930461130672,23.191659197566096,18.8496808652563,19.666177446184026,17.348469228349533,11.663311549785528,12.479808130713254,8.666774254457271,9.750551210944096,6.615888514266893,7.767706852497695,4.889103706691847,5.975512172775639,-4.339999999999998,344012897.0614783,20.069175124535366,8.154254540157707,3.4029592387064675,206.72733856519912,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,11.336785877934737,90.99550602692418,40.452907172172814,43.69287838848794,11.033401435232523,0.0,42.54247557503505,0.0,9.967957041894417,0.0,0.0,0.0,121.58829437553517,0.0,33.380708950181976,0.0,0.0,0.0,11.336785877934737,9.967957041894417,0.0,0.0,0.0,121.58829437553517,0.0,64.5863986472823,0.0,25.78,0.0,0.0,0.0,0.0,0.0,33.287207402020506,31.299191245261788,12.393687143226153,17.403152946396347,103.12824016384741,9.967957041894417,2.6241323889868076,1.8404038023768212,9.54510761713368,2.5977623350771557,8.781298045828535,0.0,38.87898897428222,3.5656401696481064,0.0,0.0,0.0,35,0,2,0,0,0,0,5,2,7,0,0,3,0,3,2,3,0,0,0,0,0,4.675690353613217,7,8.998699999999998,148.73499999999973,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
test944,4.800207329079984,4.800207329079984,0.8655944693967784,0.8655944693967784,0.264369695702669,10.857142857142858,449.5570000000001,426.3730000000002,449.18919773600004,166,0,0.11328341949598904,-0.3082521340704923,0.3082521340704923,0.11328341949598904,0.4,0.8857142857142857,1.4857142857142858,15.149359415783296,9.983511525090682,2.1798965829157892,-2.2615912927687662,2.399057857302938,-2.106679875707417,6.014672819193997,1.2463374196119565,2.9503422797592407,1.490854951944524,1523.100897385751,23.45117222155994,19.120696977861275,19.120696977861275,17.382142733160748,11.681866716715307,11.681866716715307,8.335687948693819,8.335687948693819,6.176564136130716,6.176564136130716,4.510300100951623,4.510300100951623,-4.759999999999998,249237362.91782448,20.81923291688194,9.238628240496574,4.044779987597542,204.5405741075846,4.899909730850478,5.516700717616262,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,90.99550602692418,53.08855688586065,29.331911184290274,11.204086992299825,0.0,28.09556025928321,0.0,9.967957041894417,0.0,0.0,4.899909730850478,139.78739558092,0.0,22.253805966787983,4.899909730850478,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,139.78739558092,0.0,33.287207402020506,0.0,29.020000000000003,0.0,0.0,0.0,0.0,0.0,39.2224632426772,11.126902983393991,12.393687143226153,18.19910120538483,114.0945169631595,9.967957041894417,0.0,0.0,11.814979938358364,0.0,9.483236603153285,0.0,44.168442934006954,3.5333405244813973,0.0,0.0,0.0,35,0,3,0,0,0,0,5,1,6,0,0,3,0,3,1,5,0,0,0,0,0,5.495461519182324,6,8.433600000000004,145.09299999999976,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test945,2.4704601284958425,2.4704601284958425,0.03296516754850143,-0.03296516754850143,0.1588998329288492,12.535714285714286,713.6930000000001,677.405,713.300228552,262,0,0.2517614407049423,-0.31144527866241817,0.31144527866241817,0.2517614407049423,0.35714285714285715,0.8571428571428571,1.4821428571428572,15.189410827358584,9.329911365947758,2.4322899149623853,-2.4414626817416583,2.4545111894252,-2.6104610356884743,7.000817733334857,1.243149243916344,3.272173644541977,1.213922696379489,2819.4499687121333,37.002849506508205,30.703600746516038,30.703600746516038,27.81479572353831,19.312672877953464,19.312672877953464,14.534801897123339,14.534801897123339,11.389444792392913,11.389444792392913,9.026699785677243,9.026699785677243,-7.29506493506493,22840489425017.35,32.16254173137966,13.224927187616672,5.145054217007545,327.6033636249626,14.699729192551434,0.0,0.0,0.0,6.712752285302701,0.0,0.0,0.0,0.0,0.0,133.46007550615548,123.21690015203066,51.18647647215206,0.0,0.0,85.06008696762885,0.0,0.0,0.0,0.0,14.699729192551434,218.3892144646179,0.0,11.126902983393991,31.088138973795935,51.18647647215206,0.0,0.0,6.712752285302701,0.0,0.0,0.0,218.3892144646179,0.0,21.899351412323583,0.0,9.72,0.0,0.0,0.0,6.712752285302701,0.0,28.43693137341781,61.037306292302326,0.0,0.0,233.08894365716935,0.0,0.0,0.0,7.308976738716096,2.5037482782189464,16.73311876745589,0.0,79.4871213831576,0.0,-0.03296516754850143,0.0,0.0,56,0,3,0,2,2,0,9,0,9,0,0,3,0,4,2,6,0,0,0,0,0,7.595487010110333,11,12.059199999999981,238.08899999999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test946,6.02131913134279,6.02131913134279,0.8893201195065824,0.8893201195065824,0.2718156417006301,11.428571428571429,448.5250000000001,428.36500000000024,448.1575632600001,164,0,0.1349639662729051,-0.4560660745870536,0.4560660745870536,0.1349639662729051,0.42857142857142855,1.0,1.7714285714285714,16.335981769953754,9.95116461475026,2.1384342309129645,-2.1108094960012305,2.3682267561207837,-1.9096408950216572,6.077110700271066,0.6687606293085714,3.3098103513351114,1.360724338567834,1833.8930461130672,23.191659197566096,18.8496808652563,18.8496808652563,17.348469228349533,11.663311549785528,11.663311549785528,8.666774254457271,8.666774254457271,6.615888514266893,6.615888514266893,4.889103706691847,4.889103706691847,-4.759999999999998,344012897.0614783,19.686120784176136,7.92624315834356,3.2873939026332613,201.88130455886446,4.417150937053347,11.166040283284485,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,90.99550602692418,40.452907172172814,34.293038555549735,11.033401435232523,4.417150937053347,32.9718901474466,0.0,9.967957041894417,0.0,0.0,0.0,121.58829437553517,0.0,33.380708950181976,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,126.00544531258853,0.0,66.35259909762858,0.0,38.92,0.0,0.0,0.0,0.0,0.0,55.22569611423458,11.126902983393991,12.393687143226153,30.33183534230805,78.86277189000094,14.385107978947765,6.02131913134279,0.0,9.498489818779772,2.2273919647067855,10.34347073375689,0.0,37.88093098011956,3.5283973712941967,0.0,0.0,0.0,35,0,3,0,0,0,0,5,2,7,0,0,3,0,3,2,3,0,0,0,0,0,4.458199433711459,7,8.5302,143.1239999999998,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test947,4.834003250383328,4.834003250383328,0.04106200883813926,-0.08006456557344954,0.23862595491990757,12.837837837837839,505.73100000000034,470.45100000000025,505.25516912,188,0,0.10895965868653433,-0.31050594369810397,0.31050594369810397,0.10895965868653433,0.5675675675675675,1.0,1.4594594594594594,32.12237449025399,9.72674576289909,2.3381363397757626,-2.3200964746051906,2.5304479831795583,-2.1899631483521906,7.576043359167867,0.577194839053679,3.3211187993719467,1.70545239182943,1461.57460312201,26.371668241257193,22.8327928456185,23.649289426546225,17.57051677635122,12.875916770511841,13.606213513852063,11.764819978268303,12.293267666123961,6.905097756046084,7.4335454439017425,5.512391503006996,6.072026585084287,-3.4999999999999982,216061892.88598877,25.162222222222223,9.423076923076923,4.665425716600439,224.6365842011501,4.899909730850478,11.374772549367124,0.0,0.0,0.0,0.0,0.0,0.0,8.725398582164342,0.0,90.07335974583661,81.96917800773883,17.062158824050687,11.35457963349011,0.0,39.79151100690792,0.0,0.0,8.725398582164342,59.296141336627926,4.899909730850478,101.61949343355356,0.0,11.126902983393991,4.899909730850478,28.43693137341781,0.0,0.0,0.0,22.18456057228367,6.923737199690624,58.23277767323472,93.65453754062689,0.0,11.126902983393991,0.0,27.96,0.0,0.0,0.0,10.82998093879356,0.0,28.43693137341781,39.171837091975085,0.0,0.0,138.2952090871474,8.725398582164342,9.6172612148872,1.3209522225322394,2.3010289246871585,0.0,11.747968737369668,0.0,30.092785128175088,0.0,15.92000377234865,0.0,0.2727272727272727,37,0,3,0,1,1,0,4,0,4,0,0,3,0,4,1,4,0,0,0,0,0,6.408258258258258,5,10.453219999999991,160.23899999999963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test948,6.090047246935861,6.090047246935861,0.09371283187662982,-0.09371283187662982,0.21430929237952312,14.55,552.6840000000001,532.5240000000002,552.1078532600001,190,0,0.13496398714726723,-0.4560660745043668,0.4560660745043668,0.13496398714726723,0.625,1.275,2.1,32.14075938990818,9.810765981673475,2.3577816643894516,-2.218981091958186,2.543758085084645,-2.144249232945896,7.576322955961379,0.6604013173418257,3.765062770682781,1.2917927064069414,2303.6898398669036,26.586846711951505,21.596503022046182,23.229496183901635,19.59248616420582,13.163740506608418,14.624333993288863,10.912981728633273,11.969877104344588,8.461821719022083,9.518717094733402,6.54579780382799,7.665067967982572,-4.459999999999998,5264659471.022234,22.365841379655222,7.808678441467653,2.854544877750902,236.8824287605155,4.417150937053347,33.57421426788413,0.0,0.0,0.0,0.0,0.0,0.0,17.47247854499724,0.0,74.51114508399735,57.64617722402841,27.314341881720363,23.082766978688724,4.417150937053347,67.42942967550245,0.0,8.747079962832899,8.725398582164342,19.26246486877803,0.0,96.05604194185656,0.0,33.380708950181976,0.0,11.374772549367124,0.0,11.728187345198613,8.747079962832899,16.769570102886888,0.0,24.974377382775238,98.07168847768025,0.0,66.35259909762858,0.0,63.64,0.0,0.0,0.0,5.41499046939678,0.0,66.60046866360172,45.3365729454767,0.0,24.26546827384644,74.51114508399735,21.889629482050587,25.3898388140448,2.4735115145563373,0.0,2.1697123192089345,14.485816516169152,0.0,29.952884014957338,0.0,4.611570154396772,0.0,0.09090909090909091,40,0,5,1,1,2,0,5,2,7,0,0,6,0,7,3,2,0,0,0,0,0,4.366191585164972,9,9.957399999999991,164.6699999999997,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test949,2.372515169648106,2.372515169648106,1.14831298707603,1.14831298707603,0.21947476894948534,11.58974358974359,495.62500000000017,470.42500000000035,495.1986998,182,0,0.05401894543302319,-0.3098777991745211,0.3098777991745211,0.05401894543302319,0.3076923076923077,0.8461538461538461,1.5897435897435896,15.140746734578386,9.876641731292251,2.189559415328115,-2.27404388014692,2.453981978901882,-2.0990958960529427,6.279692747027571,1.2990755942867689,3.011644458969233,1.447263005441622,2064.784513229815,25.760573298318445,21.38097032524061,21.38097032524061,19.365305980755135,13.456289213433614,13.456289213433614,10.153500271492646,10.153500271492646,7.9910808611143365,7.9910808611143365,6.2571345261610105,6.2571345261610105,-5.139999999999997,2682342098.4263816,21.899053640895968,8.7164425223503,3.40552876745936,227.06820241496868,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.32734136923226,79.16230782695561,16.76099676383192,5.687386274683562,0.0,60.151952539769056,0.0,0.0,0.0,0.0,4.899909730850478,151.65917671154028,0.0,11.126902983393991,4.899909730850478,17.062158824050687,0.0,0.0,0.0,0.0,0.0,0.0,151.65917671154028,0.0,54.21669669911236,0.0,3.24,0.0,0.0,0.0,0.0,0.0,11.374772549367124,59.90408297379592,0.0,0.0,156.55908644239076,0.0,0.0,0.0,2.372515169648106,10.301719966895627,6.0405122641287186,0.0,54.95191926599422,0.0,0.0,0.0,0.0,39,0,1,0,0,0,0,8,0,8,0,0,1,0,1,0,4,0,0,0,0,0,4.894406214223995,8,10.873999999999985,167.77099999999965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test950,16.68464663643235,16.68464663643235,0.22988310672173662,-4.088824011085916,0.3392239638201243,17.055555555555557,485.43100000000004,451.1590000000002,485.281384928,186,0,0.7369654406037767,-0.3917843614485932,0.7369654406037767,0.3917843614485932,0.7777777777777778,1.2777777777777777,1.75,19.248078183585555,9.813436259015644,2.568483984386854,-2.3272657462115167,2.4989711690156775,-2.511842401638924,6.581928253373819,-0.36355699269421426,3.251738782276263,1.8481844679675516,1430.326955947878,26.15397158052023,22.44842269360422,22.44842269360422,16.88576991158802,12.58944834926208,12.58944834926208,11.051462571144283,11.051462571144283,7.683740121956228,7.683740121956228,6.6287830849608875,6.6287830849608875,-3.4050649350649342,99359870.09213091,24.296465107156443,8.054598369827872,3.264949606941175,212.6813029783366,22.495879045705244,5.711685002770702,5.697039313055833,0.0,0.0,6.970048599862962,0.0,0.0,0.0,0.0,57.16941400984153,62.93885903370271,46.40567932896247,5.687386274683562,13.117856656867854,35.31699695675361,0.0,4.47811265798691,5.41499046939678,55.38989759752498,4.899909730850478,94.45822653920442,0.0,0.0,4.899909730850478,25.693476611243174,0.0,0.0,21.646385130295943,0.0,19.26246486877803,58.49373067953765,77.50691905781048,0.0,5.573104530069267,0.0,11.18,6.970048599862962,0.0,8.631317787192485,5.41499046939678,22.79658030552346,39.34492390595548,8.96465152766228,0.0,95.28235668306924,25.67112132992235,0.0,36.00282927059713,0.0,2.10223970143613,0.0,8.67047226329205,0.0,19.95669419510592,0.0,11.851097902902104,0.0,0.3,36,0,3,0,2,2,0,2,1,3,0,0,2,0,6,3,3,0,0,0,0,0,5.436063006796724,5,8.391640000000006,147.64739999999978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test951,6.034433406662913,6.034433406662913,0.9237438853860013,0.9237438853860013,0.216201618364182,12.0,510.5920000000002,488.4160000000004,510.161979944,186,0,0.13496394562234368,-0.4560660746690587,0.4560660746690587,0.13496394562234368,0.275,0.675,1.175,16.338470525610337,9.9528195542964,2.107140796292048,-2.0860472617723045,2.359791636858065,-1.8267799302263585,6.080128278494655,0.6683452980201456,3.567579828356074,1.1329972872871914,2263.9470742813955,26.208167055511147,21.518202503099502,21.518202503099502,19.764285466321493,13.578033144536573,13.578033144536573,10.594387936851478,10.594387936851478,8.215670916040533,8.215670916040533,6.167871449343957,6.167871449343957,-5.339999999999997,6062182856.213665,21.578193309476763,8.08008359251767,3.2309047092290437,229.22423725018984,8.834301874106695,22.33208056656897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,104.46237350926329,21.544896857859182,0.0,8.834301874106695,65.42187428228733,0.0,0.0,0.0,0.0,0.0,133.46007550615548,0.0,22.253805966787983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.29437738026215,0.0,87.67568024907528,0.0,26.28,0.0,0.0,0.0,0.0,0.0,43.876977424428155,43.798702824647165,0.0,24.26546827384644,109.19460723230902,8.834301874106695,12.068866813325824,0.0,0.0,9.562206775570223,8.499138952448044,0.0,47.53645412532257,0.0,0.0,0.0,0.0,40,0,2,0,0,0,0,7,2,9,0,0,2,0,2,2,2,0,0,0,0,0,4.358840142901944,9,11.125799999999986,166.8819999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
